total_poets,total_poems,total_words,total_sentences,avg_poems/poet,avg_words/poet,avg_sentences/poet,avg_words/poem,avg_sentences/poem,avg_words/sentence
137,6070,1011477,173107,44.306569343065696,7383.043795620438,1263.5547445255474,166.6354200988468,28.51845140032949,5.843073936929183
